acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat 
2599,C_2599,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54831.44,1,bank,Darren,Taylor,234 Shawn Vista,Gomezside,RI,US,16950,Male,2021-09-10,286-13-2800,-52.283331,10.767706
2600,C_2600,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52864.42,1,bank,Jennifer,Johnson,7732 Cole Summit,Mccormickport,ID,US,18492,Female,1953-01-05,788-98-0959,-35.058042,-48.2293785
2601,C_2601,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92045.67,1,bank,Robert,Jackson,430 Troy Lock,East Ashley,AR,US,65602,Male,1988-09-29,595-67-3669,-62.510820,-75.2332075
2602,C_2602,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80039.10,1,bank,Amanda,Evans,7164 Sarah Plain,Gabriellemouth,IN,US,46742,Female,1980-02-25,177-52-6897,171.369061,78.616531
2603,C_2603,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65068.63,1,bank,Nicole,Wallace,581 Christopher Fort Suite 123,East Ginafurt,IL,US,48502,Female,1969-04-06,144-15-1024,-42.141230,-14.088973
2604,C_2604,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,76341.98,1,bank,William,Miller,43688 James Villages Suite 452,Port Michael,WY,US,83629,Male,2014-08-18,589-24-1559,-64.430480,-78.7516855
2605,C_2605,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77895.12,1,bank,Corey,Peterson,177 Linda Locks Apt. 842,East Joyceborough,IA,US,92479,Male,1976-10-20,449-17-5425,-49.740321,84.8209255
2606,C_2606,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83888.91,1,bank,Gerald,Ramsey,778 Walters Route Apt. 250,Richshire,FL,US,43987,Male,2004-11-11,021-95-8508,52.014382,76.215521
2607,C_2607,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50006.71,1,bank,Keith,Graham,467 Ryan Summit Apt. 107,South Wendy,VA,US,09392,Male,2012-02-09,476-90-8720,-170.011404,2.467678
2608,C_2608,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57222.42,1,bank,Claire,Boyd,519 Theodore Mission Apt. 407,Harrellborough,MS,US,73183,Female,1976-07-19,473-72-0774,-142.300901,27.929505
2609,C_2609,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54658.49,1,bank,Hailey,Bowen,015 Joel Ford Suite 031,Lake Martinfort,MO,US,89854,Female,1974-08-12,312-01-2026,27.383838,-39.300358
2610,C_2610,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87654.30,1,bank,Kelly,Parrish,707 Hughes Fork,West Eduardoborough,KY,US,05622,Male,1934-04-27,115-66-9270,136.803542,-16.005904
2611,C_2611,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72616.74,1,bank,Michelle,Hoffman,804 Rachel Divide Apt. 950,South Stephanieborough,AR,US,18570,Female,1965-06-03,734-09-3906,-159.042908,57.5233475
2612,C_2612,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59919.83,1,bank,Hannah,Summers,4973 Keith Wall Apt. 239,Patriciashire,MA,US,65174,Female,1961-05-25,508-46-8010,-74.925217,-32.869832
2613,C_2613,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68724.30,1,bank,Stacy,Morris,2235 David Mews,Shanechester,FL,US,37999,Female,1935-07-31,863-71-1189,41.087655,48.784882
2614,C_2614,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83472.73,1,bank,Melanie,White,275 Simpson Mills Apt. 752,Michelleburgh,OH,US,82564,Female,1931-04-20,861-92-1629,-163.433595,-57.4112525
2615,C_2615,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73061.20,1,bank,Dawn,Perez,3759 Key Mews Apt. 883,Hernandezmouth,SC,US,70146,Female,1985-06-16,169-22-6420,39.580721,28.5308955
2616,C_2616,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77292.95,1,bank,Zachary,Jones,2969 Jason Manor Suite 501,Boylechester,NY,US,39756,Male,1932-06-09,626-43-6109,-163.754617,45.6338435
2617,C_2617,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96876.66,1,bank,Melissa,Johnson,07487 Huff Road Suite 223,Katieport,CT,US,15484,Female,1918-05-02,153-09-8477,-77.251256,1.8375045
2618,C_2618,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70016.16,1,bank,Edward,Fowler,73495 Chavez Trace,New Todd,TN,US,19459,Male,1949-10-28,279-81-9787,97.575246,41.399803
2619,C_2619,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55162.70,1,bank,Elizabeth,Bullock,489 Jennifer Flat Suite 218,Elizabethview,NY,US,63659,Female,1962-10-03,385-96-5153,40.648338,-26.233405
2620,C_2620,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55356.92,1,bank,Samantha,Wolfe,292 Harrison Streets Suite 371,Chaseburgh,IN,US,85432,Female,1976-10-21,534-74-3837,140.417409,53.514507
2621,C_2621,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86235.87,1,bank,Joseph,King,933 Alvarado Port Apt. 542,Hudsonshire,NY,US,08749,Male,1952-05-10,030-27-1746,-11.223955,85.487145
2622,C_2622,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65623.48,1,bank,Heather,Roman,2575 Gonzales Brook,New Hunter,VA,US,90488,Female,1920-07-14,625-69-9729,45.901365,37.554979
2623,C_2623,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55751.90,1,bank,Morgan,Cook,45381 Christian Expressway Apt. 423,Michelleshire,NJ,US,11388,Female,1913-05-23,895-91-0322,-96.101112,26.3930285
2624,C_2624,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88909.06,1,bank,David,Barnes,9075 Paige Park Apt. 203,West Christopher,PA,US,27557,Male,1909-11-01,533-94-3724,55.931447,-21.4543575
2625,C_2625,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94440.98,1,bank,Joshua,Tran,80480 Johnson Glens Apt. 326,Samuelside,WY,US,52555,Male,1928-09-30,584-80-2679,19.869974,-25.319444
2626,C_2626,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55117.84,1,bank,Mary,Krueger,307 Melissa Garden Apt. 559,New Matthew,MO,US,55150,Female,1920-07-24,134-51-4862,77.922722,56.752854
2627,C_2627,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80825.69,1,bank,Jacob,Ward,667 Nelson Estates Suite 544,New Jeffrey,CO,US,67558,Male,1914-05-17,290-90-1993,-45.997540,-61.584096
2628,C_2628,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87024.42,1,bank,Savannah,Mcclure,4109 Jennifer Loaf,West Richardport,SD,US,12151,Female,1957-12-01,848-05-1921,-12.146081,-22.273560
2629,C_2629,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62291.73,1,bank,Roger,Fox,42061 Morton Square,Donnafort,MI,US,12707,Male,2012-08-01,790-74-2738,155.747052,-82.4561385
2630,C_2630,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91833.44,1,bank,William,Larsen,59256 Daniel Stream,Stevenschester,NJ,US,89254,Male,1937-11-15,472-86-1000,-142.098474,81.1711795
2631,C_2631,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84200.62,1,bank,Andrew,White,4290 Adam Valleys Suite 165,Buchananstad,LA,US,91270,Male,1907-10-03,149-17-0650,134.304427,-60.362480
2632,C_2632,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72228.49,1,bank,James,Scott,1372 Robinson Branch Apt. 979,Adamville,DE,US,31529,Male,1942-10-19,404-90-0502,144.364309,-13.3258495
2633,C_2633,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58285.78,1,bank,Steven,Mayer,6396 Martinez Forest Apt. 542,Benjaminfort,AK,US,73030,Male,1912-09-18,451-37-1821,-16.347373,46.4556075
2634,C_2634,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62891.64,1,bank,Danny,Stafford,10261 Greene Knoll,Yangland,FL,US,37608,Male,1994-07-28,788-08-5384,-179.626986,14.936037
2635,C_2635,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91473.41,1,bank,Melissa,Flynn,95567 Jones Square Suite 127,Bakerville,KS,US,68936,Female,1948-08-26,843-04-6293,-119.992150,-13.8189535
2636,C_2636,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58390.39,1,bank,Cynthia,Miller,0828 Christine Hill Suite 715,Port David,WV,US,77108,Female,2020-04-05,841-67-2219,137.827619,-15.033639
2637,C_2637,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85231.67,1,bank,Amanda,Howard,245 Aaron Crest Suite 564,Jacksonside,VT,US,53016,Female,1925-08-10,709-22-2694,59.128677,-10.3049175
2638,C_2638,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78547.13,1,bank,Alan,Ramos,55170 Glass Camp,Abigailton,NC,US,15260,Male,1981-04-26,152-53-0985,-116.427354,-76.788687
2639,C_2639,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78035.90,1,bank,David,Gonzalez,417 Christopher Parks Apt. 640,Lisastad,KY,US,69844,Male,2004-10-19,445-85-6435,26.909623,-58.0583825
2640,C_2640,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50816.58,1,bank,Brandy,Wallace,800 Danielle Ramp Apt. 635,North Heather,CO,US,35550,Female,1933-08-25,391-65-2587,89.902186,-84.749573
2641,C_2641,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56135.06,1,bank,Adam,West,6517 Burns Circles Suite 142,Chavezmouth,MN,US,49408,Male,1936-11-26,394-90-5884,34.642450,-78.8301395
2642,C_2642,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65490.23,1,bank,Michelle,Brown,80143 Ortiz Run,Lake Alexandriafurt,IL,US,61468,Female,1916-09-09,174-44-4123,134.133610,-18.731847
2643,C_2643,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81516.46,1,bank,Susan,Flores,960 Stephen Forge Suite 794,Patriciaville,CO,US,24232,Female,1906-03-05,184-32-8439,111.525414,-61.6566365
2644,C_2644,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69071.77,1,bank,Derek,Page,05475 Stanley Crescent Apt. 338,Port John,NE,US,51577,Male,1922-02-17,341-11-5720,107.212365,67.111740
2645,C_2645,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62824.59,1,bank,Jerry,Richard,60293 Sheryl Ports Suite 920,Lake Benjamin,NY,US,79837,Male,2000-03-11,391-87-5135,32.696688,-63.6418515
2646,C_2646,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69192.04,1,bank,Lauren,Johnson,2430 Kelley Station,Cherylville,NC,US,13838,Female,1967-07-26,534-92-8399,163.958444,-48.163135
2647,C_2647,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73155.79,1,bank,Amy,Cooper,549 Price Ranch Apt. 644,Barbaraland,NJ,US,92448,Female,1921-01-07,357-58-3202,-143.149228,13.3822925
2648,C_2648,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79729.16,1,bank,Gabriela,Jackson,426 Kimberly Lane Suite 856,West Paulamouth,CA,US,33962,Female,1979-12-07,091-61-7495,-53.997629,17.3509945
2649,C_2649,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77987.37,1,bank,Xavier,Schwartz,918 Robert Mountains Apt. 223,Howellbury,MA,US,64745,Male,2021-02-18,759-41-5122,91.285008,-19.362845
2650,C_2650,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68400.90,1,bank,Alison,Madden,2434 Miller Springs,Smithstad,AK,US,42170,Female,1959-10-02,228-40-0342,-138.017201,78.005459
2651,C_2651,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71273.11,1,bank,Olivia,Reeves,0402 Chad Villages,Kathleenton,KS,US,78905,Female,1997-05-17,074-42-3352,53.448964,-28.0579425
2652,C_2652,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90311.96,1,bank,Beverly,Russell,90686 Elizabeth Squares,East Bryan,MS,US,69895,Female,1971-09-20,048-71-0953,115.724149,73.4168415
2653,C_2653,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79450.77,1,bank,Michael,Diaz,06321 Bell Place,Douglasfurt,CT,US,53737,Male,1966-02-25,456-82-0115,174.328498,78.3033935
2654,C_2654,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98524.23,1,bank,Margaret,Knight,212 Brandon Meadows Suite 983,Chenfurt,NY,US,51998,Female,1972-11-23,200-76-6552,-157.209377,13.9972095
2655,C_2655,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80123.69,1,bank,Maureen,Mullins,171 Charlotte Valleys,Brayport,NE,US,46452,Female,1952-09-06,732-25-0745,-77.005221,85.3515535
2656,C_2656,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64164.53,1,bank,Taylor,Woodard,6860 Gates Lakes Suite 327,West Roy,CO,US,70932,Female,1994-11-09,103-88-5192,150.612134,-38.3863215
2657,C_2657,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75655.78,1,bank,George,Ramirez,05711 Sanders Route,Jeffreytown,OH,US,62297,Male,2003-04-07,768-87-6995,-7.290153,-27.106280
2658,C_2658,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73645.09,1,bank,William,Harris,3354 Wolf Forks Suite 541,Taraborough,WV,US,12356,Male,1919-09-19,727-86-9974,148.466779,67.513299
2659,C_2659,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92646.30,1,bank,Kirsten,Yates,513 Clark Canyon Apt. 922,South Stephanie,OR,US,50456,Female,1915-09-15,540-35-4530,41.502520,60.3132045
2660,C_2660,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86874.98,1,bank,John,Young,856 Smith Hills,Sanchezmouth,SC,US,75439,Male,1913-02-26,439-26-2106,-116.465112,29.2504305
2661,C_2661,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94029.39,1,bank,Tyler,Hayes,6255 William Centers,North John,RI,US,42298,Male,1945-02-03,278-27-4206,-68.940768,36.1526205
2662,C_2662,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85891.47,1,bank,Timothy,Lynch,884 Timothy Hills Apt. 340,Port Davidfurt,NJ,US,42709,Male,1964-11-14,207-17-8783,-70.605066,-86.145602
2663,C_2663,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62663.79,1,bank,Adam,Patterson,711 Ashley Street Apt. 304,Williamsbury,AZ,US,37732,Male,1940-05-28,766-01-5125,-176.899638,36.2593265
2664,C_2664,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63640.77,1,bank,Linda,Jimenez,33610 Scott Points,Wrightburgh,NJ,US,60042,Female,1994-07-13,403-79-6018,-101.557458,-12.376639
2665,C_2665,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58190.42,1,bank,Edward,Morris,184 Mendez Via,Sandrastad,CO,US,53446,Male,1939-07-06,279-47-6991,53.629077,-45.3422105
2666,C_2666,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93952.10,1,bank,Kelly,Johnson,34310 Joshua Center,North Joanneberg,MD,US,60654,Female,1935-09-07,323-76-5259,138.502195,-88.5773375
2667,C_2667,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95004.14,1,bank,Julie,Campbell,58402 Bennett Port Suite 944,West Sandraton,NH,US,13519,Female,1952-07-21,297-22-1549,-129.346713,-26.567053
2668,C_2668,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66178.22,1,bank,Evan,Peters,64572 Michael Causeway Suite 703,Nicolebury,WY,US,16206,Male,1930-07-03,492-42-7203,-147.668756,-74.9042155
2669,C_2669,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51161.18,1,bank,Sarah,Murphy,701 Kelly Stream,North Heather,ID,US,29989,Female,2013-09-07,615-24-9563,-154.852173,10.6346135
2670,C_2670,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73713.38,1,bank,Cody,Jones,246 Scott Locks Apt. 649,Lake Christopherburgh,NC,US,18187,Male,2009-11-06,518-82-8233,-26.004952,-34.849828
2671,C_2671,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89418.97,1,bank,Peter,Garcia,776 Diana Unions Apt. 503,Douglasfurt,MS,US,98438,Male,1907-08-26,723-87-1156,126.682414,43.6196455
2672,C_2672,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85147.83,1,bank,Gordon,Long,5153 Gill Shoal,Chenberg,CA,US,43583,Male,1932-04-01,664-53-2573,55.115582,-73.9211605
2673,C_2673,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83780.19,1,bank,Ryan,Ruiz,62400 Michael Drives,West Michael,MO,US,40270,Male,1962-02-10,291-80-4507,91.897639,-71.3074265
2674,C_2674,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51050.74,1,bank,Angela,Hamilton,67159 Douglas Crossroad,North Tylerfort,DE,US,10890,Female,1912-02-02,366-93-0575,155.349517,-75.210902
2675,C_2675,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55095.78,1,bank,Jonathan,Martin,13966 Amber Brook,West Susan,SD,US,65661,Male,1916-05-06,310-25-3065,-49.111840,-66.128848
2676,C_2676,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86460.80,1,bank,Nathaniel,Phillips,13598 Garcia Underpass,Andersonview,RI,US,78047,Male,1912-06-29,178-45-3444,147.600827,70.586300
2677,C_2677,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90927.56,1,bank,Michael,Mckinney,86712 Ferrell Meadows,Robertview,OH,US,85203,Male,1915-02-12,026-89-6311,128.376860,-38.212799
2678,C_2678,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59110.88,1,bank,Pamela,Caldwell,41587 Jennifer Road,Oliverland,SD,US,29208,Female,1956-12-18,420-79-3601,-120.811331,-30.430236
2679,C_2679,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90819.01,1,bank,Gabrielle,Kim,184 Paul Highway Suite 412,South Christopherville,ND,US,40235,Female,1984-05-07,862-95-8724,-66.891385,-28.527350
2680,C_2680,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97564.02,1,bank,Daniel,Haynes,666 Morgan Mountains,Wilsonside,ME,US,56947,Male,1922-09-09,363-82-3833,33.743295,63.1477715
2681,C_2681,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80081.74,1,bank,Jason,Marshall,048 Smith Fields,East Robert,NY,US,29661,Male,1924-02-01,399-58-4243,64.312469,75.8914395
2682,C_2682,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77586.01,1,bank,Linda,Terry,95775 Bailey Dale Apt. 182,Hunterville,MO,US,39430,Female,1990-06-11,721-66-8921,106.779559,-56.756824
2683,C_2683,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51646.12,1,bank,Natalie,Kennedy,714 Robinson Forest Apt. 100,Lamfort,SC,US,96593,Female,1993-08-05,537-15-1842,8.931688,-48.7818625
2684,C_2684,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70697.15,1,bank,Elizabeth,Anderson,9394 Janice Ridges Apt. 604,Pottershire,UT,US,82435,Female,1986-08-29,577-70-5515,-101.860130,0.055998
2685,C_2685,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73349.77,1,bank,Samuel,Simmons,74773 Rose Glen,Lake Laura,IN,US,77651,Male,1925-02-17,247-02-0538,-146.191437,-10.0107845
2686,C_2686,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97672.70,1,bank,Diana,Dodson,203 Reyes Expressway,Charleshaven,AZ,US,97664,Female,1915-08-05,594-11-1898,79.376964,-74.432387
2687,C_2687,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72043.06,1,bank,Jonathan,Cain,51104 Bryan Unions Suite 676,New Peterport,DC,US,01279,Male,1940-02-29,800-43-6180,139.983528,-80.4200785
2688,C_2688,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50595.55,1,bank,Rebecca,Oneill,6880 Jerry Prairie,Baileymouth,RI,US,16130,Female,1971-07-04,491-41-6584,146.306891,15.9346355
2689,C_2689,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78355.01,1,bank,Paula,Scott,94793 Nichols Prairie Suite 839,Davidport,NH,US,14657,Female,1939-01-02,268-19-8781,-65.878577,53.958220
2690,C_2690,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53406.04,1,bank,Richard,Booth,62194 Nunez Plaza Suite 553,South Sierra,ME,US,11342,Male,1975-11-25,606-48-8811,20.237171,88.083198
2691,C_2691,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99600.98,1,bank,Jenna,Gonzalez,32507 Stephens Union,Smithmouth,IL,US,77207,Female,2006-06-12,589-82-8986,120.688506,17.062808
2692,C_2692,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82984.62,1,bank,Kevin,Carroll,738 Tony Causeway,Wilsonview,ND,US,92534,Male,1925-03-29,128-58-1021,-97.383336,-81.2828435
2693,C_2693,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85954.47,1,bank,Chelsea,Charles,02028 Hines Union,Nathanielfort,WV,US,34164,Female,1994-04-06,823-03-0889,-168.753243,68.970318
2694,C_2694,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84674.36,1,bank,Heidi,Robbins,094 Bailey Highway,Lopezbury,WV,US,92570,Female,1963-10-19,775-13-1258,-56.824435,-23.4448735
2695,C_2695,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97049.81,1,bank,Thomas,Mccarthy,27066 Blackwell Corners Suite 356,Port Katherinebury,ND,US,14560,Male,1935-07-05,200-49-0008,137.079412,-22.4265955
2696,C_2696,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70247.37,1,bank,William,Anderson,920 Jose Mountain Suite 313,Sextonshire,NV,US,18635,Male,1947-01-05,324-13-1462,-59.699465,51.8139515
2697,C_2697,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63947.03,1,bank,David,Owens,3982 Brenda Ferry,West Matthew,AK,US,00759,Male,1907-04-22,674-52-6848,-142.687839,-43.294000
2698,C_2698,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53935.74,1,bank,Randy,Chapman,5501 Ferguson Roads,Stoneview,WV,US,71921,Male,1998-08-17,565-21-3124,-157.187154,79.1508395
2699,C_2699,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51141.05,1,bank,Carrie,Gilbert,60756 Henson Lodge Apt. 906,West Patrickmouth,WA,US,93640,Female,1935-08-11,712-51-7708,26.662380,13.619200
2700,C_2700,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73858.78,1,bank,Grant,Wang,82343 Chavez Mews Apt. 146,Christopherberg,VT,US,38996,Male,1995-07-15,603-69-5243,-40.191004,51.3573825
2701,C_2701,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87185.09,1,bank,Edward,Wong,7757 Linda Flat Suite 448,Port Devinmouth,NC,US,33352,Male,1947-12-23,390-89-5744,-137.265524,10.9156385
2702,C_2702,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86962.06,1,bank,Christine,Hunter,373 Kristine Fall Apt. 462,Port Amber,WY,US,07461,Female,1918-12-17,376-14-2820,49.009004,42.9873355
2703,C_2703,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50143.75,1,bank,Kimberly,Robles,843 Ewing Center,New Dana,LA,US,93630,Female,1960-09-15,223-23-7683,-117.053721,-43.4145855
2704,C_2704,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80833.00,1,bank,Ashley,Thomas,87057 Smith Neck,North Rachelberg,NV,US,26966,Female,1925-04-18,338-43-8980,120.021199,-28.2514615
2705,C_2705,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91589.11,1,bank,Phillip,Vaughan,811 Alexis Throughway,East Kaitlyn,UT,US,98774,Male,1919-01-08,176-12-7879,77.617325,-15.671292
2706,C_2706,I,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93347.49,1,bank,Bryan,Armstrong,51744 Carrie Crescent Apt. 886,Port Shawn,OR,US,38365,Male,1959-06-02,462-50-1352,98.623469,66.214452
2707,C_2707,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88481.24,1,bank,Benjamin,Lee,255 Angela Gardens,Huntchester,CT,US,50046,Male,1943-10-13,248-05-4875,-77.502296,-76.3797635
2708,C_2708,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70944.04,1,bank,Christopher,Hernandez,53393 Andrew Plains,Rushville,UT,US,32487,Male,1912-01-02,150-05-1278,-68.327254,-61.1145245
2709,C_2709,I,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85197.88,1,bank,Laura,Harris,6727 Denise Walks,Austinland,UT,US,88519,Female,1947-08-05,637-86-9301,-75.924603,52.9977765
